##source=lorikeet-v0.8.2
##sample=<ID=1, name=filtered/EHA03355_bin.3/PRB0174_EHI02067_DMB0156.bam>
##sample=<ID=2, name=filtered/EHA03355_bin.3/PRB0174_EHI02065_DMB0156.bam>
##sample=<ID=3, name=filtered/EHA03355_bin.3/PRB0237_EHI02617_DMB0156.bam>
##sample=<ID=4, name=filtered/EHA03355_bin.3/PRB0164_EHI01968_DMB0156.bam>
##sample=<ID=5, name=filtered/EHA03355_bin.3/PRB0237_EHI02630_DMB0156.bam>
##sample=<ID=6, name=filtered/EHA03355_bin.3/PRB0237_EHI02639_DMB0156.bam>
##sample=<ID=7, name=filtered/EHA03355_bin.3/PRB0237_EHI02607_DMB0156.bam>
##sample=<ID=8, name=filtered/EHA03355_bin.3/PRB0237_EHI02582_DMB0156.bam>
##sample=<ID=9, name=filtered/EHA03355_bin.3/PRB0237_EHI02612_DMB0156.bam>
##sample=<ID=10, name=filtered/EHA03355_bin.3/PRB0237_EHI02619_DMB0156.bam>
##sample=<ID=11, name=filtered/EHA03355_bin.3/PRB0164_EHI01985_DMB0156.bam>
##sample=<ID=12, name=filtered/EHA03355_bin.3/PRB0164_EHI01966_DMB0156.bam>
##sample=<ID=13, name=filtered/EHA03355_bin.3/PRB0237_EHI02615_DMB0156.bam>
##sample=<ID=14, name=filtered/EHA03355_bin.3/PRB0237_EHI02695_DMB0156.bam>
##sample=<ID=15, name=filtered/EHA03355_bin.3/PRB0237_EHI02592_DMB0156.bam>
##sample=<ID=16, name=filtered/EHA03355_bin.3/PRB0237_EHI02585_DMB0156.bam>
##sample=<ID=17, name=filtered/EHA03355_bin.3/PRB0237_EHI02602_DMB0156.bam>
##sample=<ID=18, name=filtered/EHA03355_bin.3/PRB0237_EHI02632_DMB0156.bam>
##sample=<ID=19, name=filtered/EHA03355_bin.3/PRB0237_EHI02698_DMB0156.bam>
##sample=<ID=20, name=filtered/EHA03355_bin.3/PRB0237_EHI02697_DMB0156.bam>
##sample=<ID=21, name=filtered/EHA03355_bin.3/PRB0237_EHI02624_DMB0156.bam>
##sample=<ID=22, name=filtered/EHA03355_bin.3/PRB0237_EHI02693_DMB0156.bam>
##sample=<ID=23, name=filtered/EHA03355_bin.3/PRB0174_EHI02088_DMB0156.bam>
##sample=<ID=24, name=filtered/EHA03355_bin.3/PRB0164_EHI01995_DMB0156.bam>
##sample=<ID=25, name=filtered/EHA03355_bin.3/PRB0174_EHI02097_DMB0156.bam>
##sample=<ID=26, name=filtered/EHA03355_bin.3/PRB0164_EHI01970_DMB0156.bam>
##sample=<ID=27, name=filtered/EHA03355_bin.3/PRB0237_EHI02633_DMB0156.bam>
##sample=<ID=28, name=filtered/EHA03355_bin.3/PRB0237_EHI02598_DMB0156.bam>
##sample=<ID=29, name=filtered/EHA03355_bin.3/PRB0164_EHI01989_DMB0156.bam>
##sample=<ID=30, name=filtered/EHA03355_bin.3/PRB0174_EHI02079_DMB0156.bam>
##sample=<ID=31, name=filtered/EHA03355_bin.3/PRB0237_EHI02696_DMB0156.bam>
##sample=<ID=32, name=filtered/EHA03355_bin.3/PRB0164_EHI01967_DMB0156.bam>
##sample=<ID=33, name=filtered/EHA03355_bin.3/PRB0164_EHI01992_DMB0156.bam>
##sample=<ID=34, name=filtered/EHA03355_bin.3/PRB0174_EHI02105_DMB0156.bam>
##sample=<ID=35, name=filtered/EHA03355_bin.3/PRB0164_EHI01979_DMB0156.bam>
##sample=<ID=36, name=filtered/EHA03355_bin.3/PRB0164_EHI01982_DMB0156.bam>
##sample=<ID=37, name=filtered/EHA03355_bin.3/PRB0237_EHI02625_DMB0156.bam>
##sample=<ID=38, name=filtered/EHA03355_bin.3/PRB0237_EHI02603_DMB0156.bam>
##sample=<ID=39, name=filtered/EHA03355_bin.3/PRB0237_EHI02584_DMB0156.bam>
##sample=<ID=40, name=filtered/EHA03355_bin.3/PRB0237_EHI02587_DMB0156.bam>
##sample=<ID=41, name=filtered/EHA03355_bin.3/PRB0237_EHI02694_DMB0156.bam>
SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      
1	0.99106258	0.99322951	1.00000000	0.99365079	0.99696970	0.99335992	0.99732924	1.00000000	1.00000000	0.99317408	0.99655569	1.00000000	0.99949872	NaN	0.99320883	0.99965799	1.00000000	1.00000000	NaN	NaN	0.99892533	NaN	1.00000000	1.00000000	0.99308914	1.00000000	0.99276412	0.99858606	0.99079192	0.99262536	NaN	0.99735451	0.99836600	0.99781418	0.99745822	NaN	NaN	1.00000000	NaN	1.00000000	NaN
2	0.99322951	0.99970508	1.00000000	0.99993104	0.99995095	0.99987167	0.99207711	1.00000000	0.99020189	0.99976546	0.99222124	1.00000000	0.99051982	NaN	0.99993414	0.99232244	0.99145716	0.99061912	NaN	NaN	0.99172872	NaN	0.99375618	0.99096584	0.99996811	0.99557847	0.99985671	0.98961872	0.99817127	1.00000000	NaN	1.00000000	0.99337751	0.99180329	0.99318820	NaN	NaN	0.99411762	NaN	0.98948067	NaN
3	1.00000000	1.00000000	0.97961563	0.98459166	0.96951222	0.98425198	1.00000000	1.00000000	NaN	0.98565280	1.00000000	1.00000000	1.00000000	NaN	0.98525071	0.98148149	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	0.99338996	0.99564743	1.00000000	0.97444087	0.99650347	0.99074072	1.00000000	NaN	0.97810221	1.00000000	1.00000000	0.99572039	NaN	NaN	1.00000000	0.99462366	NaN	NaN
4	0.99365079	0.99993104	0.98459166	0.99996388	0.99997288	0.99988043	0.99099457	1.00000000	0.99070024	0.99981242	0.99397081	1.00000000	0.99134356	NaN	0.99994981	0.99244744	0.99222463	0.99004644	NaN	NaN	0.99242747	NaN	0.99423075	0.99099725	0.99984223	0.99571019	0.99986577	0.99071932	0.99681926	0.99996012	NaN	0.99994564	0.99388915	0.99001664	0.99659932	NaN	NaN	0.99361610	0.99393940	0.99130130	NaN
5	0.99696970	0.99995095	0.96951222	0.99997288	0.99988687	0.99992138	0.99169433	1.00000000	0.98825729	0.99990153	0.99446905	1.00000000	0.99196035	NaN	1.00000000	0.99621212	0.99387753	0.97052157	NaN	NaN	0.99319017	NaN	0.99729729	0.99167377	0.99982107	0.99703926	1.00000000	0.98812234	0.99777967	1.00000000	NaN	1.00000000	0.99392849	0.99000001	0.99804485	NaN	NaN	0.99060589	NaN	0.99039578	NaN
6	0.99335992	0.99987167	0.98425198	0.99988043	0.99992138	0.99958318	0.99236643	1.00000000	0.99012619	0.99998981	0.99371940	1.00000000	0.99274999	NaN	0.99978757	0.99196446	0.99204689	0.99281770	NaN	NaN	0.99246836	NaN	0.99394327	0.99187869	0.99968278	0.99682307	0.99976903	0.99034953	0.99718875	0.99996519	NaN	0.99995327	0.99419606	0.99098694	0.99685425	NaN	NaN	0.99275208	1.00000000	0.99131775	NaN
7	0.99732924	0.99207711	1.00000000	0.99099457	0.99169433	0.99236643	0.99041533	NaN	1.00000000	0.99207997	0.99862903	1.00000000	0.99974686	NaN	0.99119294	0.99912357	0.99910313	0.99928033	NaN	NaN	1.00000000	NaN	0.99891144	0.99929327	0.99259871	1.00000000	0.99178731	0.99940205	0.99129486	0.99280912	NaN	0.99744684	0.99922401	1.00000000	0.99624604	NaN	NaN	0.98633879	NaN	1.00000000	NaN
8	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	NaN	1.00000000	NaN	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	1.00000000	NaN	1.00000000	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	NaN	NaN	NaN
9	1.00000000	0.99020189	NaN	0.99070024	0.98825729	0.99012619	1.00000000	NaN	0.98999089	0.99046183	0.99811625	NaN	0.99928266	NaN	0.99241632	0.99879080	1.00000000	1.00000000	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.99075192	1.00000000	0.98992914	0.99933302	0.99122804	0.99027354	NaN	0.99549323	1.00000000	1.00000000	0.98972601	NaN	NaN	0.99612403	NaN	0.99951351	NaN
10	0.99317408	0.99976546	0.98565280	0.99981242	0.99990153	0.99998981	0.99207997	1.00000000	0.99046183	0.99971288	0.99355215	1.00000000	0.99225771	NaN	0.99983484	0.99238312	0.99254715	0.99029934	NaN	NaN	0.99317443	NaN	0.99476951	0.99205834	0.99968475	0.99553335	0.99973744	0.99061996	0.99873447	0.99998075	NaN	0.99997324	0.99383432	0.99181116	0.99612349	NaN	NaN	0.99201500	0.99224806	0.99144268	NaN
