##source=lorikeet-v0.8.2
##sample=<ID=1, name=filtered/EHA03363_bin.59/PRB0174_EHI02067_DMB0156.bam>
##sample=<ID=2, name=filtered/EHA03363_bin.59/PRB0174_EHI02065_DMB0156.bam>
##sample=<ID=3, name=filtered/EHA03363_bin.59/PRB0237_EHI02617_DMB0156.bam>
##sample=<ID=4, name=filtered/EHA03363_bin.59/PRB0164_EHI01968_DMB0156.bam>
##sample=<ID=5, name=filtered/EHA03363_bin.59/PRB0237_EHI02630_DMB0156.bam>
##sample=<ID=6, name=filtered/EHA03363_bin.59/PRB0237_EHI02639_DMB0156.bam>
##sample=<ID=7, name=filtered/EHA03363_bin.59/PRB0237_EHI02607_DMB0156.bam>
##sample=<ID=8, name=filtered/EHA03363_bin.59/PRB0237_EHI02582_DMB0156.bam>
##sample=<ID=9, name=filtered/EHA03363_bin.59/PRB0237_EHI02612_DMB0156.bam>
##sample=<ID=10, name=filtered/EHA03363_bin.59/PRB0237_EHI02619_DMB0156.bam>
##sample=<ID=11, name=filtered/EHA03363_bin.59/PRB0164_EHI01985_DMB0156.bam>
##sample=<ID=12, name=filtered/EHA03363_bin.59/PRB0164_EHI01966_DMB0156.bam>
##sample=<ID=13, name=filtered/EHA03363_bin.59/PRB0237_EHI02615_DMB0156.bam>
##sample=<ID=14, name=filtered/EHA03363_bin.59/PRB0237_EHI02695_DMB0156.bam>
##sample=<ID=15, name=filtered/EHA03363_bin.59/PRB0237_EHI02592_DMB0156.bam>
##sample=<ID=16, name=filtered/EHA03363_bin.59/PRB0237_EHI02585_DMB0156.bam>
##sample=<ID=17, name=filtered/EHA03363_bin.59/PRB0237_EHI02602_DMB0156.bam>
##sample=<ID=18, name=filtered/EHA03363_bin.59/PRB0237_EHI02632_DMB0156.bam>
##sample=<ID=19, name=filtered/EHA03363_bin.59/PRB0237_EHI02698_DMB0156.bam>
##sample=<ID=20, name=filtered/EHA03363_bin.59/PRB0237_EHI02697_DMB0156.bam>
##sample=<ID=21, name=filtered/EHA03363_bin.59/PRB0237_EHI02624_DMB0156.bam>
##sample=<ID=22, name=filtered/EHA03363_bin.59/PRB0237_EHI02693_DMB0156.bam>
##sample=<ID=23, name=filtered/EHA03363_bin.59/PRB0174_EHI02088_DMB0156.bam>
##sample=<ID=24, name=filtered/EHA03363_bin.59/PRB0164_EHI01995_DMB0156.bam>
##sample=<ID=25, name=filtered/EHA03363_bin.59/PRB0174_EHI02097_DMB0156.bam>
##sample=<ID=26, name=filtered/EHA03363_bin.59/PRB0164_EHI01970_DMB0156.bam>
##sample=<ID=27, name=filtered/EHA03363_bin.59/PRB0237_EHI02633_DMB0156.bam>
##sample=<ID=28, name=filtered/EHA03363_bin.59/PRB0237_EHI02598_DMB0156.bam>
##sample=<ID=29, name=filtered/EHA03363_bin.59/PRB0164_EHI01989_DMB0156.bam>
##sample=<ID=30, name=filtered/EHA03363_bin.59/PRB0174_EHI02079_DMB0156.bam>
##sample=<ID=31, name=filtered/EHA03363_bin.59/PRB0237_EHI02696_DMB0156.bam>
##sample=<ID=32, name=filtered/EHA03363_bin.59/PRB0164_EHI01967_DMB0156.bam>
##sample=<ID=33, name=filtered/EHA03363_bin.59/PRB0164_EHI01992_DMB0156.bam>
##sample=<ID=34, name=filtered/EHA03363_bin.59/PRB0174_EHI02105_DMB0156.bam>
##sample=<ID=35, name=filtered/EHA03363_bin.59/PRB0164_EHI01979_DMB0156.bam>
##sample=<ID=36, name=filtered/EHA03363_bin.59/PRB0164_EHI01982_DMB0156.bam>
##sample=<ID=37, name=filtered/EHA03363_bin.59/PRB0237_EHI02625_DMB0156.bam>
##sample=<ID=38, name=filtered/EHA03363_bin.59/PRB0237_EHI02603_DMB0156.bam>
##sample=<ID=39, name=filtered/EHA03363_bin.59/PRB0237_EHI02584_DMB0156.bam>
##sample=<ID=40, name=filtered/EHA03363_bin.59/PRB0237_EHI02587_DMB0156.bam>
##sample=<ID=41, name=filtered/EHA03363_bin.59/PRB0237_EHI02694_DMB0156.bam>
SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      
1	0.98392284	0.99078339	0.99655765	0.99253732	0.98816568	NaN	1.00000000	NaN	1.00000000	0.99746192	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.98826981	1.00000000	0.98000002	0.99855071	0.98631579	0.99319726	NaN	1.00000000	NaN	1.00000000	0.99468082	NaN	NaN	0.99607843	1.00000000	1.00000000	NaN
2	0.99078339	0.99786574	0.99958926	0.99805027	0.99615121	0.99925309	0.98166668	1.00000000	0.98918921	0.99170053	0.97260273	NaN	1.00000000	NaN	0.99512196	1.00000000	0.97608697	NaN	NaN	NaN	0.97896749	NaN	0.99463809	NaN	0.99962604	1.00000000	0.99897283	0.99635923	0.99891233	0.99968296	NaN	0.99854147	1.00000000	1.00000000	0.99933285	NaN	1.00000000	0.99948263	0.99148935	1.00000000	NaN
3	0.99655765	0.99958926	0.99748296	0.99511558	0.99672216	0.99969822	1.00000000	1.00000000	0.99203187	0.99486071	0.99415207	1.00000000	0.98950380	NaN	1.00000000	0.98759127	0.99495584	NaN	NaN	NaN	0.99157006	NaN	0.98089170	1.00000000	0.99882811	0.98598129	0.99893212	0.99183005	0.99898106	0.99875879	NaN	0.99855530	1.00000000	0.98408490	0.99858367	NaN	1.00000000	0.99979639	0.97937292	0.99509805	NaN
4	0.99253732	0.99805027	0.99511558	0.99441814	0.99681664	0.99782515	0.99873739	1.00000000	0.99339932	0.99908143	0.99373043	NaN	1.00000000	NaN	1.00000000	1.00000000	0.99740487	NaN	NaN	NaN	0.99406880	NaN	0.99176955	1.00000000	0.99761242	1.00000000	0.99753392	0.99090910	0.99615920	0.99680626	NaN	0.99874085	NaN	NaN	0.99377972	NaN	NaN	0.99964410	0.99043059	0.99335545	NaN
5	0.98816568	0.99615121	0.99672216	0.99681664	0.99197519	0.99780852	0.98200226	1.00000000	1.00000000	0.99896193	0.99590164	NaN	0.98516577	NaN	0.99874294	0.99106002	0.99251431	1.00000000	NaN	NaN	0.98666668	NaN	0.97196263	1.00000000	0.99289131	0.98879552	0.99408269	0.99399757	0.99266982	0.99437410	NaN	0.99723238	NaN	1.00000000	0.99261189	NaN	1.00000000	0.99866861	0.97563452	1.00000000	NaN
6	NaN	0.99925309	0.99969822	0.99782515	0.99780852	0.99680865	0.99705017	1.00000000	NaN	0.99239582	1.00000000	1.00000000	0.99405468	NaN	1.00000000	0.99638987	1.00000000	NaN	NaN	NaN	0.99673200	NaN	1.00000000	NaN	0.99896920	0.99431819	0.99952877	0.99484003	0.99819994	0.99943292	NaN	0.99785054	NaN	1.00000000	0.99930590	NaN	1.00000000	0.99962425	0.97903013	NaN	NaN
7	1.00000000	0.98166668	1.00000000	0.99873739	0.98200226	0.99705017	0.98180467	1.00000000	1.00000000	0.97923499	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.98648649	1.00000000	0.99583334	1.00000000	0.98810703	0.98063380	NaN	0.98767608	NaN	NaN	0.98182958	NaN	NaN	0.99766898	1.00000000	1.00000000	NaN
8	NaN	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.99948978	NaN	1.00000000	1.00000000	NaN	0.98245615	NaN	1.00000000	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	1.00000000	NaN	1.00000000	NaN	1.00000000	1.00000000	1.00000000	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	NaN	1.00000000	0.74509799	1.00000000	NaN
9	1.00000000	0.98918921	0.99203187	0.99339932	1.00000000	NaN	1.00000000	NaN	0.98898071	0.99539173	1.00000000	NaN	NaN	NaN	NaN	1.00000000	0.99256504	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	0.99685532	1.00000000	1.00000000	1.00000000	0.98761612	1.00000000	NaN	0.99000001	NaN	NaN	0.99405938	NaN	NaN	0.98742139	1.00000000	NaN	NaN
10	0.99746192	0.99170053	0.99486071	0.99908143	0.99896193	0.99239582	0.97923499	1.00000000	0.99539173	0.98666048	0.99358976	1.00000000	0.99152541	NaN	0.99539173	0.98269039	0.97730494	1.00000000	NaN	NaN	0.98578197	NaN	0.99061030	1.00000000	0.98821789	1.00000000	0.98720682	0.97642082	0.98757553	0.99393672	NaN	0.99707931	NaN	0.99613899	0.98689908	NaN	NaN	0.99525315	0.99078339	0.99411762	NaN
11	1.00000000	0.97260273	0.99415207	0.99373043	0.99590164	1.00000000	1.00000000	1.00000000	1.00000000	0.99358976	0.99298245	NaN	NaN	NaN	NaN	1.00000000	0.99617589	NaN	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.98181820	1.00000000	1.00000000	1.00000000	0.98941797	0.99134201	NaN	0.99277979	NaN	NaN	0.99238098	NaN	NaN	0.99230766	1.00000000	1.00000000	NaN
12	NaN	NaN	1.00000000	NaN	NaN	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	NaN
13	1.00000000	1.00000000	0.98950380	1.00000000	0.98516577	0.99405468	1.00000000	0.98245615	NaN	0.99152541	NaN	NaN	0.98894352	NaN	0.99342108	1.00000000	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	NaN	0.99293286	1.00000000	0.99395770	1.00000000	0.99557525	0.99325466	NaN	0.99787533	NaN	1.00000000	0.98794276	NaN	1.00000000	0.98819363	1.00000000	1.00000000	NaN
14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15	NaN	0.99512196	1.00000000	1.00000000	0.99874294	1.00000000	NaN	1.00000000	NaN	0.99539173	NaN	NaN	0.99342108	NaN	0.99834162	1.00000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99525166	0.99450547	1.00000000	NaN	0.99706531	0.99554896	NaN	0.99852723	NaN	1.00000000	0.99864316	NaN	1.00000000	1.00000000	0.97829038	NaN	NaN
16	1.00000000	1.00000000	0.98759127	1.00000000	0.99106002	0.99638987	1.00000000	NaN	1.00000000	0.98269039	1.00000000	NaN	1.00000000	NaN	1.00000000	0.98387617	1.00000000	NaN	NaN	NaN	1.00000000	NaN	0.99315071	1.00000000	0.98207885	1.00000000	0.99393940	1.00000000	0.98897219	0.99176955	NaN	0.99317408	NaN	0.99622643	0.98446488	NaN	1.00000000	0.98468786	1.00000000	1.00000000	NaN
17	1.00000000	0.97608697	0.99495584	0.99740487	0.99251431	1.00000000	1.00000000	1.00000000	0.99256504	0.97730494	0.99617589	NaN	1.00000000	NaN	NaN	1.00000000	0.97973692	NaN	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.98783457	1.00000000	1.00000000	0.99676901	0.98319817	0.97160244	NaN	0.98701298	NaN	1.00000000	0.97794116	NaN	NaN	0.99253732	0.99303138	1.00000000	NaN
18	NaN	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
